,comment_id,product_id,guid,content,create_time,reference_id,reference_time,score,nickname,productColor,productSize,productId,referenceName,afterUserComment
0,13511270835,1.00003E+11,ddbeea7c-53ba-4ec3-9b12-982ed69cb729,老公给买的礼物，外观大气，开关机速度都很快，运行速度也很快，用着很满意，包装完好，物流给力,2019/11/23 12:51,1.00003E+11,2019/11/2 22:01,5,xiaoniu20021121,翼480,Intel i5处理器,1.00003E+11,联想ThinkPad 翼480（4VCD）英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-8250U 8G 128GSSD+1T 2G独显 FHD)冰原银,
1,13511166583,1.00003E+11,dfe72168-fa9c-4deb-ac79-b2acf76bfdfe,"运行速度：快
屏幕效果：一般",2019/11/23 12:27,1.00003E+11,2019/11/5 10:37,5,j***D,翼480,Intel i5处理器,1.00003E+11,联想ThinkPad 翼480（4VCD）英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-8250U 8G 128GSSD+1T 2G独显 FHD)冰原银,
2,13511078768,1.00003E+11,c4094e3c-2d62-4853-a6e6-7e1585d174d0,运行速度：快非常不错,2019/11/23 12:06,1.00003E+11,2019/11/18 15:06,5,j***d,翼480,Intel i5处理器,1.00003E+11,联想ThinkPad 翼480（4VCD）英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-8250U 8G 128GSSD+1T 2G独显 FHD)冰原银,
3,13511049690,1.00003E+11,62192f36-d318-4af3-b04e-df81c0dfdc8e,京东服务很好，多次在京东买手机 电脑，都行。这次也没让我失望。这款电脑，配置强悍，虽然是第八代的，内存大，存空间很大，缓存也比较大，又是独显。但是组合好，散热好，反应速度快。学习办公杠杠的。,2019/11/23 11:59,6076609,2019/11/20 21:12,5,j***1,翼480,Intel i7处理器,1.00003E+11,联想ThinkPad 翼480（4VCD）英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-8250U 8G 128GSSD+1T 2G独显 FHD)冰原银,
4,13511024910,1.00003E+11,842120a5-6785-4351-b735-becafbd2fb0d,运行速度还可以，散热一般，刚买来开机挺快10s，软件安装多了现在就变成23s了，屏幕显示效果一般，应用开多有点小卡，其他倒还好,2019/11/23 11:54,1.00003E+11,2019/11/20 10:17,4,逝***7,翼480,Intel i5处理器,1.00003E+11,联想ThinkPad 翼480（4VCD）英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-8250U 8G 128GSSD+1T 2G独显 FHD)冰原银,
5,13511002060,1.00003E+11,9f5e6397-e44c-4e4d-81ac-af66f70fcee1,"运行速度：好卡
其他特色：噪音大
轻薄程度：一般",2019/11/23 11:49,1.00003E+11,2019/10/10 16:29,1,jd_189382zqo,翼480,Intel i5处理器,1.00003E+11,联想ThinkPad 翼480（4VCD）英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-8250U 8G 128GSSD+1T 2G独显 FHD)冰原银,
6,13510804945,1.00003E+11,2fc982c2-37ae-472a-8187-b433f6d27d73,"运行速度：运行流畅，开机10秒
轻薄程度：电脑轻，薄
外形外观：总体还可以
公司购买",2019/11/23 11:07,1.00002E+11,2019/11/11 23:33,5,l***g,翼490,Intel i7处理器,1.00003E+11,联想ThinkPad 翼480（4VCD）英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-8250U 8G 128GSSD+1T 2G独显 FHD)冰原银,
7,13510786584,1.00003E+11,b3493a6e-ff58-48a8-a484-a357b78e9895,刚买不到一月开机就开不了了，送到维修站点，说是里面一根线接触不良，要换新线，作为消费者，我觉得这是极不正常的。联想的品质，出厂检验，如何保障？耽搁了两天的工作。希望联想公司给个说法！,2019/11/23 11:03,6076609,2019/10/21 21:40,5,z***0,翼480,Intel i7处理器,1.00003E+11,联想ThinkPad 翼480（4VCD）英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-8250U 8G 128GSSD+1T 2G独显 FHD)冰原银,这次购物让我很失望，京东老客户了，很是失望
8,13510712077,1.00003E+11,01e9430f-d9c5-4799-b044-f5521e86981d,我都不知道该对京东失望还是对联想失望！唯一一次再网上买电子产品，却两次产品问题！第一次内存条故障，退换货折腾麻烦！第二次用不到五次，屏幕已经开始闪屏！！我真是服了！！图方便图个心塞？？差评差评！我真不会在网上买东西了！！！,2019/11/23 10:47,6072614,2019/11/17 12:12,1,M***8,翼480,Intel i5处理器,1.00003E+11,联想ThinkPad 翼480（4VCD）英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-8250U 8G 128GSSD+1T 2G独显 FHD)冰原银,
9,13510644214,1.00003E+11,8a09a77e-b082-40c9-a9d1-255ee93110af,第一次买到这种内置电池的电脑。也很轻薄，很轻，很喜欢！,2019/11/23 10:33,6072614,2019/9/27 12:46,5,婕***园,翼480,Intel i5处理器,1.00003E+11,联想ThinkPad 翼480（4VCD）英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-8250U 8G 128GSSD+1T 2G独显 FHD)冰原银,
