,comment_id,product_id,guid,content,create_time,reference_id,reference_time,score,nickname,productColor,productSize,productId,referenceName,afterUserComment
0,13511385861,1.00008E+11,d89d12f5-2b90-4c1a-9268-a26ea8aa6435,没有想的那么好，就是系统有点慢,2019/11/23 13:18,1.00009E+11,2019/10/5 5:53,5,蓝天白云如意,【新品首发】i3-8145U 8G 256SSD,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
1,13511333689,1.00008E+11,c9fdf8cd-51e0-4a54-b6f6-906475bb5a9c,轻薄程度：挺轻薄,2019/11/23 13:05,1.00005E+11,2019/10/26 13:37,5,jd_christ276,【新品首发】十代I5 512SSD 银色,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
2,13511289387,1.00008E+11,42cc0555-7949-4888-b509-bd73306c79e4,其他特色：都很好,2019/11/23 12:55,1.00005E+11,2019/11/22 22:01,5,张baoguo,【新品首发】十代I5 512SSD 银色,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
3,13511235000,1.00008E+11,a05c7376-4d97-4b9b-87d5-611398154989,外形外观：好看,2019/11/23 12:43,1.00005E+11,2019/11/10 19:28,5,j***c,【新品首发】十代I5 512SSD 银色,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
4,13511227513,1.00008E+11,785a4ee8-5cb7-4d7d-9aff-86b80249717e,电脑用着还行，比较轻薄，颜值还可以，充电速度也快，但有时候也会卡顿。,2019/11/23 12:41,1.00008E+11,2019/11/3 16:55,5,jd_135496hprw,【新品首发】十代I5 512SSD 独显,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
5,13511225328,1.00008E+11,560edd2c-5a71-445e-b75c-73926164cf64,目前使用用,2019/11/23 12:40,1.00005E+11,2019/11/10 22:19,5,贝***l,【新品首发】十代I7 512SSD 独显,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
6,13511200138,1.00008E+11,29c93a1b-0112-4351-b7f9-8e6e6494fd8f,真香,2019/11/23 12:35,1.00005E+11,2019/11/10 15:36,5,jd_188592wks,【新品首发】十代I5 512SSD 银色,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
7,13511163535,1.00008E+11,361b7252-9c5a-48ec-a615-054b47f4afcf,"急用，就没等双十一了！
事实上，中国制造已经有足够的可靠性，这个小米本性能不差，做工可以，轻薄耐用，还是很推荐的。",2019/11/23 12:26,1.00005E+11,2019/10/28 16:48,5,南***F,【新品首发】十代I5 512SSD 银色,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
8,13511026368,1.00008E+11,35ea63c1-764b-4bf6-83e8-23da380b8aa4,"活动价4299买的  超薄简直太棒了好吗 太好看了！！
适用了两天 感觉还行 开机很快大概五秒左右 屏幕不太好 毕竟价格在这里放着 
运行速度挺不错的 不卡 办公 刷剧 对我来说已经足够了 
但是买来第二天键盘失灵了一次 重启之后就好了 不知道是不是问题机还是电脑卡住了 
总体来说我觉得不错 性价比挺好 姐妹们快买！
插播一句....
..同一款型号 只是颜色不一样 这个就贵了100 不开心",2019/11/23 11:54,1.00005E+11,2019/11/20 0:10,5,-郭三岁-,【新品首发】十代I5 512SSD 银色,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
9,13511004031,1.00008E+11,38c1678e-64e9-49e1-afce-c4010eb98be2,"运行速度：目前为止良好。
其他特色：个性化，外观年轻时尚。",2019/11/23 11:49,1.00008E+11,2019/11/15 20:03,5,xuannianhua,【新品首发】十代I5 512SSD 独显,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
10,13510987882,1.00008E+11,f9cb8800-2fd2-40a3-8534-753adcdb546c,用惯了15.6的屏，感觉屏好小,2019/11/23 11:46,1.00005E+11,2019/11/11 16:17,5,PS惊蛰,【新品首发】十代I7 512SSD 独显,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
11,13510928418,1.00008E+11,e54b00b0-4135-43b5-881b-00dcb6b6fd47,"运行速度：非常快
屏幕效果：非常细腻
散热性能：还可以
外形外观：一般
轻薄程度：很薄
其他特色：非常好的电脑，十代I7可以说是很雕了&hellip;&hellip;买这个电脑纯属为了办公和ug设计，玩游戏的话应该显卡会比较吃力。总体来说还是非常有性价比的，唯一缺点就是不支持pd接口。说一下京东快递，那是真的速度，晚上11点下单，早上8点就送到，这速度还有谁？",2019/11/23 11:32,1.00005E+11,2019/11/3 3:22,5,范思哲2258,【新品首发】十代I7 512SSD 独显,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
12,13510816735,1.00008E+11,811f63d2-d8bc-4b7e-b8a5-89159714d4d5,用了一段时间，感觉还行，挺不错的,2019/11/23 11:09,1.00005E+11,2019/11/4 14:20,5,b***g,【新品首发】十代I5 512SSD 银色,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
13,13510784643,1.00008E+11,476455e3-9d30-4772-8fe6-9f737f333f31,好用,2019/11/23 11:02,1.00005E+11,2019/9/29 11:20,5,j***e,【新品首发】十代I5 512SSD 银色,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
14,13510700633,1.00008E+11,e2410351-c6ce-460a-9ac7-de9d7da0644a,"运行速度：挺快的
屏幕效果：很好
散热性能：不错的
外形外观：好看
轻薄程度：很轻薄
其他特色：可以打游戏",2019/11/23 10:45,1.00008E+11,2019/10/30 20:12,5,芙蓉远志,【新品首发】十代I5 512SSD 独显,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,很好的机子，可以入手
15,13510679647,1.00008E+11,879d17ba-4ecc-4411-b563-3a5f7133b42a,"运行速度：很快
屏幕效果：还可以
散热性能：还行吧
外形外观：可以 可以贴个膜
轻薄程度：可以的
其他特色：续航能力很不错 比之前的华硕好太多了 物美价廉 性价比很高 值得入手",2019/11/23 10:40,1.00008E+11,2019/11/18 19:34,5,j***E,【新品首发】十代I5 512SSD 独显,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
16,13510663493,1.00008E+11,8da73015-502d-494a-8926-23d114ab0ca3,其他特色：电脑包和鼠标都没有 ，太抠了。,2019/11/23 10:37,1.00005E+11,2019/11/20 19:16,5,jd_136647wyo,【新品首发】十代I7 512SSD 独显,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
17,13510636917,1.00008E+11,56e9fb25-24ad-4a0d-acec-3ec00d7e5d46,"运行速度：还行
屏幕效果：亮
散热性能：一般
外形外观：霸气
轻薄程度：不算太厚",2019/11/23 10:31,1.00004E+11,2019/11/11 13:15,5,小***闪,【 MX250 2G独显】i5 8G 256SSD,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
18,13510630017,1.00008E+11,52484382-a652-404c-a42e-da86e8e1a2f4,"好用的喜欢的颜色
运行速度：快
屏幕效果：好
轻薄程度：薄
散热性能：好",2019/11/23 10:30,1.00008E+11,2019/10/20 22:01,5,尧十三的胡子,【新品首发】十代I5 512SSD 独显,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
19,13510623446,1.00008E+11,3235b456-1f95-4d13-9819-706b9f5888db,"运行速度：很快
散热性能：很好
轻薄程度：刚好",2019/11/23 10:28,1.00009E+11,2019/11/15 8:44,5,jd_122831332,【新品首发】i3-8145U 8G 256SSD,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
20,13510595408,1.00008E+11,986813c5-8d5d-4ecf-84ed-a525653633a7,"运行速度：好
屏幕效果：好
轻薄程度：挺薄的",2019/11/23 10:23,1.00006E+11,2019/11/11 2:11,5,j***n,【MX250 2G独显】I5 8G 512GSSD,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
21,13510563021,1.00008E+11,8e0b8eaf-6a11-4fd4-96ba-00a2933a6d5d,很不错的一款笔记本电脑，外观时尚简约，配置要求对我同学这种不玩游戏的人来说也是绰绰有余啦。本来对小米的笔记本是没有什么好感的，毕竟不是专业做电脑的厂家，但是同学买回来之后看了一下也还是蛮不错的。希望可以用长时间点吧，起码大学毕业前不要吃啥大问题。京东快递很快哦，隔天到非常神速！,2019/11/23 10:16,1.00005E+11,2019/10/7 23:28,5,YeIsHandsomest,【新品首发】十代I5 512SSD 银色,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
22,13510544045,1.00008E+11,ea5d3b1e-2745-430c-b184-002d1fe8b097,真香,2019/11/23 10:12,1.00008E+11,2019/11/19 16:17,5,无名zc,【新品首发】十代I5 512SSD 独显,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
23,13510500952,1.00008E+11,cb818a39-8b39-4430-b2e8-dc7b1099bd25,运行速度：很好,2019/11/23 10:02,1.00004E+11,2019/10/14 0:02,5,j***0,【MX250 2G独显】I7 16G 512SSD,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
24,13510458437,1.00008E+11,772549a4-bdc5-41fe-974e-89b5d14e4cf1,"运行速度：运行速度快
屏幕效果：屏幕很清晰
散热性能：散热很强
外形外观：外观简约完美
轻薄程度：轻薄质感好
其他特色：非常完美，要是可以扩内存就更好了",2019/11/23 9:53,1.00009E+11,2019/11/1 20:46,5,萧***亮,【新品首发】i7  1TSSD  GTX1050,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
25,13510359672,1.00008E+11,4e10b655-82ee-4540-aac4-ff0b312675ef,整体感觉更好，唯一不好就是等太久了，10天才到货,2019/11/23 9:30,1.00006E+11,2019/11/7 20:05,5,冯妹bb,【MX250 2G独显】I5 8G 512GSSD,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
26,13510333147,1.00008E+11,1d4ac682-6089-45df-8b9d-6e7a189534a5,"运行速度：整体不错，但是如果进行联盟的话还是算啦，下下棋不好吗，不香嘛
散热性能：散热还是不错的
这个电脑开机一会容易蓝屏",2019/11/23 9:23,1.00005E+11,2019/11/3 15:00,5,情话诉说,【新品首发】十代I7 512SSD 独显,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
27,13510275587,1.00008E+11,a4701300-2c63-47b4-997a-e1026b8a4ae2,垃圾电脑  用了一个周 到处是问题  卡的关不了机  散热器跟吹大风是的,2019/11/23 9:09,1.00005E+11,2019/11/1 0:09,1,j***k,【新品首发】十代I7 512SSD 独显,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
28,13510169919,1.00008E+11,9cc2a4dd-be47-4aba-9fc9-fe87ad9ca015,运行速度：还算可以，比较满意。,2019/11/23 8:37,1.00005E+11,2019/11/11 22:52,5,j***V,【新品首发】十代I7 512SSD 独显,,1.00008E+11,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁 Office)游戏 灰 笔记本 小米 红米,
